hunt_code,source_hunt_name,source_species,source_sex_type,source_hunt_type,source_weapon,source_season,source_permits_res,source_permits_nr,source_permits_total,canonical_match_count,canonical_permit_sets,status,source_file
BR7315,"Wasatch Mtns, Avintaquin/Currant Creek",Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",3,0,3,47,3|0|3,matched_permit_split,dwr_huntboundary_black_bear_either_sex.json
BR7316,"Wasatch Mtns, West-Central",Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 6 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",14,1,15,47,14|1|15,matched_permit_split,dwr_huntboundary_black_bear_either_sex.json
BR7317,Nine Mile,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",9,1,10,47,9|0|9,permit_mismatch,dwr_huntboundary_black_bear_either_sex.json
BR7318,Beaver,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",1,0,1,47,1|0|1,matched_permit_split,dwr_huntboundary_black_bear_either_sex.json
BR7320,Cache/Ogden,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 6 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",4,0,4,47,4|0|4,matched_permit_split,dwr_huntboundary_black_bear_either_sex.json
BR7321,"Kamas/North Slope, Summit",Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 6 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",5,0,5,47,5|0|5,matched_permit_split,dwr_huntboundary_black_bear_either_sex.json
BR7322,Mt Dutton,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",1,0,1,47,1|0|1,matched_permit_split,dwr_huntboundary_black_bear_either_sex.json
BR7323,Paunsaugunt,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Nov 2 - Nov. 8, 2026",1,0,1,47,1|0|1,matched_permit_split,dwr_huntboundary_black_bear_either_sex.json
BR7324,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Conservation,Multiseason,"March 29 - May 26, 2025 | Jul 5 - 31, 2025 | Aug 1 - 31, 2025 | Sept 1 - Oct 26, 2025 | Nov 3 - 9, 2025 | Sept 1 - Oct 26, 2025",,,0,0,,missing_from_canonical,dwr_huntboundary_black_bear_either_sex.json
BR7325,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 6 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",1,0,1,47,1|0|1,matched_permit_split,dwr_huntboundary_black_bear_either_sex.json
BR7326,La Sal Mtns,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",13,1,14,0,,missing_from_canonical,dwr_huntboundary_black_bear_either_sex.json
CG9999,Cougar - Statewide,Cougar,Either Sex,Statewide,Any Legal Weapon,,,,0,1,||unlimited,permit_mismatch,dwr_huntboundary_cougar_either_sex.json
DA1001,"Box Elder, West Bear River",Deer,Antlerless,General Season,"Archery, Muzzleloader, Shotgun",Aug 18 2026 - Aug 30 2026,,,30,72,26|0|26,permit_mismatch,dwr_huntboundary_deer_antlerless.json
DA1002,"Box Elder, West Bear River",Deer,Antlerless,General Season,"Archery, Muzzleloader, Shotgun",Nov 24 2026 - Nov 29 2026,,,30,72,30|0|30,matched_total_only_or_split_diff,dwr_huntboundary_deer_antlerless.json
DA1003,"Monroe/Plateau, Sevier Valley",Deer,Antlerless,General Season,"Archery, Muzzleloader, Shotgun",Sept 01 2026 - Sept 30 2026,,,15,72,14|1|15,matched_total_only_or_split_diff,dwr_huntboundary_deer_antlerless.json
DA1009,"Pine Valley, Enterprise",Deer,Antlerless,General Season,Any Legal Weapon,Aug 01 2026 - Aug 12 2026,,,20,72,25|0|25,permit_mismatch,dwr_huntboundary_deer_antlerless.json
DA1011,George Creek CWMU,Deer,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,,,5,72,5|0|5,matched_total_only_or_split_diff,dwr_huntboundary_deer_antlerless.json
DA1012,Junction Valley CWMU,Deer,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,,,15,72,15|0|15,matched_total_only_or_split_diff,dwr_huntboundary_deer_antlerless.json
DA1013,Mt Carmel CWMU,Deer,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,,,5,72,5|0|5,matched_total_only_or_split_diff,dwr_huntboundary_deer_antlerless.json
DA1018,"Pine Valley, New Harmony",Deer,Antlerless,General Season,"Archery, Muzzleloader, Shotgun",Aug 01 2026 - Aug 12 2026,,,15,72,18|1|19,permit_mismatch,dwr_huntboundary_deer_antlerless.json
DA1027,"East Canyon, Davis-North Salt Lake",Deer,Antlerless,General Season,Any Legal Weapon,Aug 01 2026 - Sept 15 2026,,,30,72,30|0|30,matched_total_only_or_split_diff,dwr_huntboundary_deer_antlerless.json
DA1030,"Nine Mile, Price River Valley",Deer,Antlerless,General Season,Archery,Aug 15 2026 - Sept 11 2026,,,25,72,23|1|24,permit_mismatch,dwr_huntboundary_deer_antlerless.json
DA1031,"Oquirrh-Stansbury, Settlement Cyn",Deer,Antlerless,General Season,Archery,Aug 15 2026 - Sept 11 2026,,,20,72,20|0|20,matched_total_only_or_split_diff,dwr_huntboundary_deer_antlerless.json
DA1033,"San Juan, Monticello",Deer,Antlerless,General Season,Archery,Aug 01 2026 - Sept 14 2026,,,10,72,5|0|5,permit_mismatch,dwr_huntboundary_deer_antlerless.json
DA1041,"Nine Mile, Green River Valley",Deer,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,,,15,72,14|1|15,matched_total_only_or_split_diff,dwr_huntboundary_deer_antlerless.json
DA1042,"San Juan, Monticello",Deer,Antlerless,General Season,Archery,Nov 24 2026 - Dec 31 2026,,,5,72,5|0|5,matched_total_only_or_split_diff,dwr_huntboundary_deer_antlerless.json
DA1045,"Fillmore, Oak City",Deer,Antlerless,General Season,Archery,Aug 01 2026 - Sept 04 2026,,,20,72,20|0|20,matched_total_only_or_split_diff,dwr_huntboundary_deer_antlerless.json
DA1046,"Nine Mile, Price River Valley",Deer,Antlerless,General Season,"Archery, Muzzleloader, Shotgun",Sept 12 2026 - Oct 09 2026,,,25,72,25|0|25,matched_total_only_or_split_diff,dwr_huntboundary_deer_antlerless.json
DA1047,Vernal-Ouray Valley,Deer,Antlerless,General Season,Any Legal Weapon,Sept 26 2026 - Dec 11 2026,,,25,72,22|3|25,matched_total_only_or_split_diff,dwr_huntboundary_deer_antlerless.json
DA1048,Fillmore City,Deer,Antlerless,General Season,Archery,Aug 01 2026 - Sept 04 2026,,,15,72,15|0|15,matched_total_only_or_split_diff,dwr_huntboundary_deer_antlerless.json
DA1049,"Vernal, Ashley Valley",Deer,Antlerless,General Season,Archery,Aug 15 2026 - Dec 11 2026,,,35,72,34|1|35,matched_total_only_or_split_diff,dwr_huntboundary_deer_antlerless.json
DA1050,The Rose of Snowville CWMU,Deer,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,,,8,72,8|0|8,matched_total_only_or_split_diff,dwr_huntboundary_deer_antlerless.json
DA1051,Beaver City,Deer,Antlerless,General-Season,Archery,Aug 01 2026 - Sept 04 2026,,,10,0,,missing_from_canonical,dwr_huntboundary_deer_antlerless.json
DB0001,Southeastern Navajo Buck Deer,Deer,Buck,Tribal,Any Legal Weapon,"Oct 18, 2025 - Oct 26, 2025",,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
DB0002,Southeastern Navajo Buck Deer,Deer,Buck,Tribal,Archery,"Aug 16, 2025 - Sept 12, 2025",,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
DB0003,Southeastern Navajo Buck Deer,Deer,Buck,Tribal,Muzzleloader,"Sept 24 - Oct 2, 2025",,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
DB0004,Southern Navajo Buck Deer,Deer,Buck,Tribal,Any Legal Weapon,"Oct 18, 2025 - Oct 26, 2025",,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
DB0005,Southern Navajo Buck Deer,Deer,Buck,Tribal,Archery,"Aug 16, 2025 - Sept 12, 2025",,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
DB0006,Southern Navajo Buck Deer,Deer,Buck,Tribal,Muzzleloader,"Sept 24 - Oct 2, 2025",,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
DB0007,Buck Deer - Statewide Permit,Deer,Buck,Statewide,Any Legal Weapon,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",,,0,1,1||1,permit_mismatch,dwr_huntboundary_deer_buck.json
DB0009,Antelope Island - Conservation/Expo,Deer,Buck,Premium Limited Entry,Any Legal Weapon,"Nov 9, 2026 - Nov 16, 2026",,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
DB0010,Southern Paiute Buck Deer (early),Deer,Buck,Tribal,Any Legal Weapon,"Oct 18, 2025 - Oct 26, 2025",,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
DB0011,Southern Paiute Buck Deer,Deer,Buck,Tribal,Archery,"Aug 16, 2025 - Sept 12, 2025",,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
DB0012,Southern Paiute Buck Deer,Deer,Buck,Tribal,Muzzleloader,"Sept 24 - Oct 2, 2025",,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
DB0013,Southern Paiute Buck Deer (late),Deer,Buck,Tribal,Any Legal Weapon,"Oct 18, 2025 - Oct 26, 2025",,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
DB1000,Henry Mtns,Deer,Buck,Premium Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,8,1,9,67,8|1|9,matched_permit_split,dwr_huntboundary_deer_buck.json
DB1001,Paunsaugunt,Deer,Buck,Premium Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,26,3,29,67,25|3|28,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1002,Antelope Island,Deer,Buck,Premium Limited Entry,Any Legal Weapon,Nov 11 2026 - Nov 18 2026,1,0,1,67,1|0|1,matched_permit_split,dwr_huntboundary_deer_buck.json
DB1003,Henry Mtns,Deer,Buck,Premium Limited Entry,Any Legal Weapon,Oct 17 2026 - Oct 25 2026,24,3,27,67,21|3|24,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1004,Paunsaugunt,Deer,Buck,Premium Limited Entry,Any Legal Weapon,Oct 17 2026 - Oct 31 2026,75,8,83,67,73|7|80,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1005,Henry Mtns,Deer,Buck,Premium Limited Entry,Muzzleloader,Sept 23 2026 - Oct 01 2026,8,1,9,67,8|1|9,matched_permit_split,dwr_huntboundary_deer_buck.json
DB1006,Paunsaugunt,Deer,Buck,Premium Limited Entry,Muzzleloader,Sept 23 2026 - Oct 01 2026,26,3,29,67,25|3|28,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1007,Henry Mtns,Deer,Buck,Premium Limited Entry,Multiseason,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",1,0,1,67,1|0|1,matched_permit_split,dwr_huntboundary_deer_buck.json
DB1008,Paunsaugunt,Deer,Buck,Premium Limited Entry,Multiseason,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 31, 2026",3,1,4,67,3|1|4,matched_permit_split,dwr_huntboundary_deer_buck.json
DB1009,Henry Mtns (Management Buck Deer),Deer,Buck,Management Buck Deer,Any Legal Weapon,Oct 26 2026 - Oct 30 2026,10,1,11,67,10|1|11,matched_permit_split,dwr_huntboundary_deer_buck.json
DB1010,Paunsaugunt,Deer,Buck,Management Buck Deer,Any Legal Weapon,Nov 02 2026 - Nov 20 2026,30,3,33,67,23|3|26,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1011,Book Cliffs,Deer,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,55,6,61,67,44|4|48,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1012,"Fillmore, Oak Creek LE",Deer,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,12,1,13,67,11|1|12,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1013,Dolores Triangle,Deer,Buck,Limited Entry,Archery,Oct 31 2026 - Nov 13 2026,5,0,5,67,4|0|4,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1014,"San Juan, Elk Ridge",Deer,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,15,2,17,67,14|2|16,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1015,Diamond Mtn,Deer,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,22,2,24,67,19|2|21,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1016,"West Desert, Vernon",Deer,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,46,5,51,67,39|4|43,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1017,"Book Cliffs, North",Deer,Buck,Limited Entry,Any Legal Weapon,Oct 17 2026 - Oct 25 2026,137,15,152,67,111|12|123,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1018,"Book Cliffs, South",Deer,Buck,Limited Entry,Any Legal Weapon,Oct 17 2026 - Oct 25 2026,34,4,38,67,27|2|29,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1019,"Fillmore, Oak Creek LE",Deer,Buck,Limited Entry,Any Legal Weapon,Oct 17 2026 - Oct 25 2026,33,4,37,67,29|3|32,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1020,Dolores Triangle,Deer,Buck,Limited Entry,Any Legal Weapon,Nov 14 2026 - Nov 22 2026,13,2,15,67,11|1|12,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1022,"San Juan, Elk Ridge",Deer,Buck,Limited Entry,Any Legal Weapon,Oct 17 2026 - Oct 25 2026,42,5,47,67,39|3|42,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1023,Diamond Mtn,Deer,Buck,Limited Entry,Any Legal Weapon,Oct 17 2026 - Oct 25 2026,61,7,68,67,55|5|60,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1024,"West Desert, Vernon",Deer,Buck,Limited Entry,Any Legal Weapon,Oct 17 2026 - Oct 25 2026,130,14,144,67,115|12|127,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1025,Book Cliffs,Deer,Buck,Limited Entry,Muzzleloader,Sept 23 2026 - Oct 01 2026,55,6,61,67,43|4|47,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1026,"Cache, Crawford Mtn",Deer,Buck,Limited Entry,Muzzleloader,Nov 07 2026 - Nov 22 2026,8,1,9,67,6|1|7,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1028,Fillmore,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,11,1,12,67,10|1|11,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1029,"Fillmore, Oak Creek LE",Deer,Buck,Limited Entry,Muzzleloader,Sept 23 2026 - Oct 01 2026,12,1,13,67,11|1|12,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1030,Kamas,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,4,1,5,67,5|1|6,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1031,Dolores Triangle,Deer,Buck,Limited Entry,Muzzleloader,Nov 23 2026 - Dec 01 2026,5,0,5,67,4|0|4,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1032,Monroe,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,5,1,6,67,5|1|6,matched_permit_split,dwr_huntboundary_deer_buck.json
DB1033,Nine Mile,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,6,1,7,67,6|1|7,matched_permit_split,dwr_huntboundary_deer_buck.json
DB1034,Pine Valley,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,13,2,15,67,12|2|14,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1037,"San Juan, Elk Ridge",Deer,Buck,Limited Entry,Muzzleloader,Sept 23 2026 - Oct 01 2026,15,2,17,67,14|2|16,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1038,Diamond Mtn,Deer,Buck,Limited Entry,Muzzleloader,Sept 23 2026 - Oct 01 2026,22,2,24,67,19|2|21,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1039,Yellowstone,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,6,1,7,67,6|1|7,matched_permit_split,dwr_huntboundary_deer_buck.json
DB1040,Southwest Desert,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,4,1,5,67,4|1|5,matched_permit_split,dwr_huntboundary_deer_buck.json
DB1041,"Wasatch Mtns, East",Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,30,3,33,67,26|3|29,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1042,"West Desert, Vernon",Deer,Buck,Limited Entry,Muzzleloader,Sept 23 2026 - Oct 01 2026,46,5,51,67,40|4|44,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1043,Zion,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,15,2,17,67,12|2|14,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1044,Book Cliffs,Deer,Buck,Limited Entry,Multiseason,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-25, 2026",8,1,9,67,6|1|7,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1045,"Fillmore, Oak Creek LE",Deer,Buck,Limited Entry,Multiseason,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",2,0,2,67,2|0|2,matched_permit_split,dwr_huntboundary_deer_buck.json
DB1046,"San Juan, Elk Ridge",Deer,Buck,Limited Entry,Multiseason,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",2,0,2,67,2|0|2,matched_permit_split,dwr_huntboundary_deer_buck.json
DB1047,Diamond Mtn,Deer,Buck,Limited Entry,Multiseason,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",4,0,4,67,3|0|3,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1048,"West Desert, Vernon",Deer,Buck,Limited Entry,Multiseason,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",7,1,8,67,6|1|7,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1053,Mt Dutton,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,4,1,5,67,4|1|5,matched_permit_split,dwr_huntboundary_deer_buck.json
DB1054,Ogden,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,13,1,14,67,11|1|12,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1055,Fishlake,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,6,1,7,67,5|1|6,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1056,Book Cliffs (North & South),Deer,Buck,Conservation,Any Legal Weapon,"Oct 17, 2026 - Oct 25, 2026",,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
DB1058,Paunsaugunt,Deer,Buck,Cactus Buck,Any Legal Weapon,Nov 02 2026 - Nov 20 2026,18,2,20,67,27|3|30,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1065,North Slope,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,14,2,16,67,13|2|15,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1073,Paunsaugunt,Deer,Buck,Management Buck Deer,Archery,Aug 15 2026 - Sept 11 2026,10,1,11,67,8|1|9,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1074,Paunsaugunt,Deer,Buck,Management Buck Deer,Muzzleloader,Sept 23 2026 - Oct 01 2026,10,1,11,67,8|1|9,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1075,Book Cliffs (North & South),Deer,Buck,Conservation,Archery,Aug 16 2025 - Sept 12 2025,,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
DB1076,Book Cliffs (North & South),Deer,Buck,Conservation,Muzzleloader,Sept 24 2025 - Oct 02 2025,,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
DB1077,Box Elder,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,23,3,26,67,22|3|25,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1078,Cache,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,11,1,12,67,9|1|10,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1079,Manti/San Rafael,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,40,5,45,67,37|4|41,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1080,Nebo,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,23,3,26,67,22|3|25,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1081,La Sal Mtns,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,8,1,9,67,8|1|9,matched_permit_split,dwr_huntboundary_deer_buck.json
DB1083,Panguitch Lake,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,12,1,13,67,11|1|12,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1084,Boulder/Kaiparowits,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,12,1,13,67,11|1|12,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1085,"San Juan, Abajo Mtns",Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,13,1,14,67,12|1|13,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1086,Vernal/Bonanza,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,6,1,7,67,5|1|6,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1087,"Wasatch Mtns, West",Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,36,4,40,67,29|3|32,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1090,"Book Cliffs, Floy Canyon",Deer,Buck,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Nov 07 2026 - Nov 30 2026,6,1,7,67,6|1|7,matched_permit_split,dwr_huntboundary_deer_buck.json
DB1091,Kaiparowits HAMSS,Deer,Buck,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Nov 07 2026 - Nov 30 2026,4,1,5,67,4|1|5,matched_permit_split,dwr_huntboundary_deer_buck.json
DB1100,Chalk Creek,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,10,1,11,67,10|1|11,matched_permit_split,dwr_huntboundary_deer_buck.json
DB1101,East Canyon,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,9,1,10,67,9|1|10,matched_permit_split,dwr_huntboundary_deer_buck.json
DB1103,Morgan-South Rich,Deer,Buck,Limited Entry,Muzzleloader,Oct 28 2026 - Nov 05 2026,7,1,8,67,7|0|7,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1105,East Canyon,Deer,Buck,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Nov 07 2026 - Nov 30 2026,6,1,7,67,6|1|7,matched_permit_split,dwr_huntboundary_deer_buck.json
DB1106,Thousand Lakes,Deer,Buck,Limited Entry,Restricted Archery,Aug 15 2026 - Sept 11 2026,20,2,22,67,9|2|11,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1107,Thousand Lakes,Deer,Buck,Limited Entry,Restricted Muzzleloader,Sept 23 2026 - Oct 01 2026,20,2,22,67,2|2|4,permit_mismatch,dwr_huntboundary_deer_buck.json
