hunt_code,species,hunt_name,active_2026,harvest_quality_index,demand_pressure_signal,demand_pressure_category,point_creep_quality_adjustment,harvest_success_recent,harvest_success_3yr_avg,harvest_success_delta_1yr,harvest_success_trend_direction,hunter_satisfaction_recent,hunter_satisfaction_3yr_avg,hunter_effort_days_recent,hunter_effort_days_3yr_avg,harvest_recent,harvest_3yr_avg,hunters_afield_recent,hunters_afield_3yr_avg,average_harvest_age_recent,average_harvest_age_3yr_reported,average_harvest_age_3yr_computed,average_age_recent,average_age_3yr_avg,percent_female_recent,percent_adult_male_recent,population_signal_recent,pursuit_pressure_recent,harvest_feature_source_years,harvest_feature_match_method,harvest_feature_data_quality_grade,harvest_feature_reason_codes
EA2046,Elk,"Box Elder, Sawtooth",YES,65,65,HIGH_DEMAND_SIGNAL,0.1,0,0,,UNKNOWN,3,3,3,3,0,0,10,10,,,,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA2000,Elk,Antlerless Elk Control,YES,29.403,29.403,LOW_DEMAND_SIGNAL,0,6.7,6.7,,UNKNOWN,2.9,2.9,5.8,5.8,77,77,1151,1151,,,,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
BI6500,Bison,Antelope Island,YES,98.889,73.007,HIGH_DEMAND_SIGNAL,0.1,100,100,0,FLAT,5,4.967,1,1.033,2,4,2,4,,,,,,0,400,,,2020|2023|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1002,Deer,Antelope Island,YES,98.889,74.183,HIGH_DEMAND_SIGNAL,0.1,100,100,0,FLAT,5,5,1,1.333,1,1,1,1,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1121,Deer,Antelope Island,YES,97.778,74.837,HIGH_DEMAND_SIGNAL,0.1,100,100,0,FLAT,5,4.667,2,2,1,1,1,1,,,,,,,,,,2019|2020|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
RS6700,Rocky Mountain Bighorn Sheep,Antelope Island,YES,98.889,73.007,HIGH_DEMAND_SIGNAL,0.1,100,100,0,FLAT,5,5,1,1,1,1.333,1,1.333,,,,,,,,,,2017|2018|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1011,Deer,Book Cliffs,YES,84.297,69.316,HIGH_DEMAND_SIGNAL,0.1,88,83.567,4.2,INCREASING,4.6,4.55,6.6,5.333,44,36.667,50,43.667,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1025,Deer,Book Cliffs,YES,83.086,78.511,HIGH_DEMAND_SIGNAL,0.25,86,83.267,12.2,INCREASING,4.2,4.1,3.8,3.8,43,37.667,50,45.333,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1044,Deer,Book Cliffs,YES,81.333,65.333,HIGH_DEMAND_SIGNAL,0.1,100,100,0,FLAT,4,4,15.3,16.033,9,7.333,9,7.333,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
BR7102,Black Bear,"Book Cliffs, Little Creek Roadless",YES,48.75,32.5,LOW_DEMAND_SIGNAL,0,50,75,-25,DECREASING,,,,,2,3,,,4.5,,8.4,4.5,8.4,0,100,,,2021|2022|2023|2024,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_DAYS|NO_HUNTERS_AFIELD|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
BR7224,Black Bear,"Book Cliffs, Little Creek Roadless",YES,45,30,LOW_DEMAND_SIGNAL,0,0,16.667,-30,DECREASING,,,,,0,1.667,,,4.5,,8.4,4.5,8.4,,,,,2021|2022|2023|2024,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_DAYS|NO_HUNTERS_AFIELD|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
BR7225,Black Bear,"Book Cliffs, Little Creek Roadless",YES,45,46.667,MODERATE_DEMAND_SIGNAL,0,0,0,0,FLAT,,,,,0,0,,,4.5,,8.4,4.5,8.4,,,,,2021|2022|2023|2024,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_DAYS|NO_HUNTERS_AFIELD|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
BR7301,Black Bear,"Book Cliffs, Little Creek Roadless",YES,45,30,LOW_DEMAND_SIGNAL,0,0,33.333,-67,DECREASING,,,,,0,1,,,4.5,,8.4,4.5,8.4,,,,,2021|2022|2023|2024,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_DAYS|NO_HUNTERS_AFIELD|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3002,Elk,"Book Cliffs, Little Creek Roadless",YES,69.466,42.486,MODERATE_DEMAND_SIGNAL,0,66.7,88.9,-33.3,DECREASING,4.7,4.6,6.7,7.067,2,1.667,3,2,7.3,8,8.1,7.3,8.1,,,,,2021|2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3028,Elk,"Book Cliffs, Little Creek Roadless",YES,90.13,60.852,MODERATE_DEMAND_SIGNAL,0,100,100,0,FLAT,4,4.5,1,2.333,2,1.667,2,1.667,7.3,8,8.1,7.3,8.1,,,,,2021|2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3079,Elk,"Book Cliffs, Little Creek Roadless",YES,93.648,62.259,MODERATE_DEMAND_SIGNAL,0,100,100,0,FLAT,5,5,2,1.333,1,1,1,1,7.3,8,8.1,7.3,8.1,,,,,2021|2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3104,Elk,"Book Cliffs, Little Creek Roadless",YES,94.574,66.63,HIGH_DEMAND_SIGNAL,0.1,100,100,0,FLAT,5,5,1,3.667,1,1,1,1,7.3,8,8.1,7.3,8.1,,,,,2021|2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3167,Elk,"Book Cliffs, Little Creek Roadless",YES,92.259,68.104,HIGH_DEMAND_SIGNAL,0.1,100,100,0,FLAT,5,4.85,3.5,5.067,4,2.667,4,2.667,7.3,8,8,7.3,8,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
EL3002,Elk,"Book Cliffs, Little Creek Roadless",YES,89.296,61.019,MODERATE_DEMAND_SIGNAL,0,100,100,0,FLAT,5,4.9,6.7,3.233,2,1.667,3,2,7.3,8,7.3,7.3,7.3,,,,,2023|2024|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
EL3028,Elk,"Book Cliffs, Little Creek Roadless",YES,89.296,61.019,MODERATE_DEMAND_SIGNAL,0,100,100,0,FLAT,5,4.9,6.7,3.233,2,1.667,3,2,7.3,8,7.3,7.3,7.3,,,,,2023|2024|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
EL3079,Elk,"Book Cliffs, Little Creek Roadless",YES,89.296,61.019,MODERATE_DEMAND_SIGNAL,0,100,100,0,FLAT,5,4.9,6.7,3.233,2,1.667,3,2,7.3,8,7.3,7.3,7.3,,,,,2023|2024|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
EL3167,Elk,"Book Cliffs, Little Creek Roadless",YES,89.296,61.019,MODERATE_DEMAND_SIGNAL,0,100,100,0,FLAT,5,4.9,6.7,3.233,2,1.667,3,2,7.3,8,7.3,7.3,7.3,,,,,2023|2024|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1018,Deer,"Book Cliffs, South",YES,91.169,83.844,HIGH_DEMAND_SIGNAL,0.25,100,94.867,15.4,INCREASING,4.5,4.3,3.7,4.133,31,26.333,31,27.667,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
PB5002,Pronghorn,"Book Cliffs, South",YES,70.803,70.378,HIGH_DEMAND_SIGNAL,0.1,87.5,70.833,37.5,INCREASING,4.3,4.15,5.9,3.967,7,5.333,8,7.333,3.4,3.8,3.45,3.4,3.45,,,,,2021|2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
PB5027,Pronghorn,"Book Cliffs, South",YES,84.567,69.443,HIGH_DEMAND_SIGNAL,0.1,100,97.667,3.4,INCREASING,4.4,4.5,1.5,1.5,36,31,36,31.667,3.4,3.8,3.45,3.4,3.45,,,,,2021|2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
RS6701,Rocky Mountain Bighorn Sheep,"Book Cliffs, South",YES,86.511,65.535,HIGH_DEMAND_SIGNAL,0.1,100,100,0,FLAT,4.2,4.6,8.3,8.533,6,5.667,6,5.667,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
RS6703,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",YES,89.2,63.976,MODERATE_DEMAND_SIGNAL,0,100,100,0,FLAT,4.6,4.65,7.8,4.867,5,5.667,5,5.667,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
RS6704,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",YES,97.222,73.752,HIGH_DEMAND_SIGNAL,0.1,100,100,0,FLAT,5,4.75,2.5,2.333,4,5.333,4,5.333,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
RS6722,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",YES,59.137,33.123,LOW_DEMAND_SIGNAL,0,66.7,88.9,-33.3,DECREASING,4,4.5,14,10.9,2,2.667,3,3,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
PB5003,Pronghorn,"Box Elder, Promontory",YES,26.704,29.625,LOW_DEMAND_SIGNAL,0,0,0,0,FLAT,2,2.5,11.5,5.833,0,0,2,2.333,2.4,2.9,2.65,2.4,2.65,,,,,2021|2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
PB5028,Pronghorn,"Box Elder, Promontory",YES,66.498,69.058,HIGH_DEMAND_SIGNAL,0.1,70.6,64.8,13.5,INCREASING,3.8,3.9,2.1,2.133,12,10,17,15,2.4,2.9,2.65,2.4,2.65,,,,,2021|2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
PB5004,Pronghorn,"Box Elder, Puddle Valley",YES,83.87,70.174,HIGH_DEMAND_SIGNAL,0.1,100,80,0,FLAT,4.7,4.05,2.3,3.367,3,3,3,4.333,2.4,2.9,2.9,2.4,2.9,,,,,2021|2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
PB5029,Pronghorn,"Box Elder, Puddle Valley",YES,75.597,54.869,MODERATE_DEMAND_SIGNAL,0,87.5,90.7,-6.6,DECREASING,4.1,3.95,2.2,2.133,14,17,16,18.667,2.4,2.9,2.9,2.4,2.9,,,,,2021|2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
PB5005,Pronghorn,"Box Elder, Snowville",YES,63.506,74.003,HIGH_DEMAND_SIGNAL,0.1,62.5,44.667,19.6,INCREASING,4.8,3.85,5.8,6,5,3.333,8,7.333,2.7,3,2.85,2.7,2.85,,,,,2021|2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
PB5030,Pronghorn,"Box Elder, Snowville",YES,69.341,47.925,MODERATE_DEMAND_SIGNAL,0,75,85.467,-19.7,DECREASING,4.1,4.05,2,2.1,24,29.667,32,34.667,2.7,3,2.85,2.7,2.85,,,,,2021|2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
PB5080,Pronghorn,"Box Elder, Snowville",YES,68.979,68.979,HIGH_DEMAND_SIGNAL,0.1,80,80,,UNKNOWN,3.7,3.7,2,2,8,8,10,10,2.7,3,2.7,2.7,2.7,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1078,Deer,Cache,YES,77.267,80.125,HIGH_DEMAND_SIGNAL,0.25,80,57.767,20,INCREASING,4.3,3.5,5.7,5.767,8,4.333,10,6.667,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
MB6000,Moose,Cache,YES,81.889,62.656,MODERATE_DEMAND_SIGNAL,0,100,100,0,FLAT,4.4,4.5,8.4,7.933,16,15.333,16,15.333,5.4,5.3,5.333,5.4,5.333,,,,,2021|2022|2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1026,Deer,"Cache, Crawford Mtn",YES,87.133,82.18,HIGH_DEMAND_SIGNAL,0.25,100,89.767,12.5,INCREASING,3.9,3.5,4.8,4.733,8,8.667,8,9.667,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3003,Elk,"Cache, Meadowville",YES,39,31.5,LOW_DEMAND_SIGNAL,0,20,32.567,-13.3,DECREASING,3.9,3.5,8.4,6.733,2,3.667,10,10.667,4.1,5,5.433,4.1,5.433,,,,,2021|2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3032,Elk,"Cache, Meadowville",YES,60.163,43.365,MODERATE_DEMAND_SIGNAL,0,50,69.033,-7.1,DECREASING,3.5,3.75,2.5,2.933,3,4.667,6,6.667,4.1,5,5.433,4.1,5.433,,,,,2021|2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3033,Elk,"Cache, Meadowville",YES,62.611,54.144,MODERATE_DEMAND_SIGNAL,0,50,42.867,0,FLAT,3.8,3.45,3,3.667,4,3.333,8,8.333,4.1,5,5.433,4.1,5.433,,,,,2021|2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3081,Elk,"Cache, Meadowville",YES,54.233,38.193,MODERATE_DEMAND_SIGNAL,0,42.9,59.533,-7.1,DECREASING,3.7,4.05,6.6,4.967,3,5,7,8,4.1,5,5.433,4.1,5.433,,,,,2021|2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3105,Elk,"Cache, Meadowville",YES,84.615,74.146,HIGH_DEMAND_SIGNAL,0.1,100,77.8,33.3,INCREASING,5,4.35,2,3.8,2,2,2,2.667,4.1,5,5.433,4.1,5.433,,,,,2021|2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3168,Elk,"Cache, Meadowville",YES,57.259,50.204,MODERATE_DEMAND_SIGNAL,0,0,0,0,FLAT,3.3,2.65,4.3,3.433,0,0,3,2,4.1,5,4.65,4.1,4.65,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3169,Elk,"Cache, Meadowville",YES,58.03,62.412,MODERATE_DEMAND_SIGNAL,0,53.8,40.867,28.8,INCREASING,3.9,3.85,3.6,4.8,7,6,13,14.667,4.1,5,4.65,4.1,4.65,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
EL3003,Elk,"Cache, Meadowville",YES,76.833,72.233,HIGH_DEMAND_SIGNAL,0.1,100,64.3,50,INCREASING,5,4.2,8.4,5.833,3,2.667,10,7.667,4.1,5,4.1,4.1,4.1,,,,,2023|2024|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
EL3032,Elk,"Cache, Meadowville",YES,,,UNKNOWN_DEMAND_SIGNAL,0,,,,UNKNOWN,,,,,,,,,,,,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|NO_AVERAGE_AGE|NO_AVERAGE_DAYS|NO_HARVEST_TOTAL|NO_HUNTERS_AFIELD|NO_HUNTER_SATISFACTION|NO_PERCENT_SUCCESS|NO_USABLE_QUALITY_COMPONENTS|SPARSE_HISTORY
EL3033,Elk,"Cache, Meadowville",YES,96.154,96.154,HIGH_DEMAND_SIGNAL,0.25,100,100,,UNKNOWN,5,5,3,3,2,2,2,2,,,,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
